UDI,Product_ID,Type,Air_Temp_K,Process_Temp_K,Rotational_Speed_RPM,Torque_Nm,Tool_Wear_Min,Machine_Failure,TWF,HDF,PWF,OSF,RNF,Temp_Delta,Power_Watts
4943,L52122,L,303.5,312.6,1602,34.2,108,0,0,0,0,0,0,9.1,54788.4
4944,H34357,H,303.6,312.6,1436,42,110,0,0,0,0,0,0,9,60312
4945,M19804,M,303.6,312.7,1765,27.5,115,0,0,0,0,0,0,9.1,48537.5
4946,L52125,L,303.6,312.7,1418,44.1,118,0,0,0,0,0,0,9.1,62533.8
4947,M19806,M,303.7,312.7,1669,31.7,120,0,0,0,0,0,0,9,52907.3
4948,L52127,L,303.7,312.7,1395,53.9,123,0,0,0,0,0,0,9,75190.5
4949,M19808,M,303.8,312.7,1500,41.7,125,0,0,0,0,0,0,8.9,62550
4950,M19809,M,303.8,312.7,1555,33.4,128,0,0,0,0,0,0,8.9,51937
4951,M19810,M,303.8,312.7,1919,20.2,131,0,0,0,0,0,0,8.9,38763.8
4952,L52131,L,303.8,312.7,1596,36.6,134,0,0,0,0,0,0,8.9,58413.6
4953,M19812,M,303.8,312.7,1374,53.6,136,0,0,0,0,0,0,8.9,73646.4
4954,L52133,L,303.7,312.5,1670,26.1,139,0,0,0,0,0,0,8.8,43587
4955,L52134,L,303.7,312.6,1702,29.1,141,0,0,0,0,0,0,8.9,49528.2
4956,M19815,M,303.8,312.5,1366,45.1,143,0,0,0,0,0,0,8.7,61606.6
4957,M19816,M,303.8,312.5,2344,15.2,146,0,0,0,0,0,0,8.7,35628.8
4958,M19817,M,303.8,312.6,1768,23.9,149,0,0,0,0,0,0,8.8,42255.2
4959,L52138,L,303.8,312.5,1523,47,152,0,0,0,0,0,0,8.7,71581
4960,L52139,L,303.8,312.6,1735,25.9,154,0,0,0,0,0,0,8.8,44936.5
4961,L52140,L,303.9,312.7,1339,62.3,156,0,0,0,0,0,0,8.8,83419.7
4962,L52141,L,303.9,312.7,1800,24.3,158,0,0,0,0,0,0,8.8,43740
4963,M19822,M,304,312.7,1456,51.2,160,0,0,0,0,0,0,8.7,74547.2
4964,L52143,L,303.9,312.7,1789,24.4,163,0,0,0,0,0,0,8.8,43651.6
4965,L52144,L,303.9,312.7,1602,33.9,165,0,0,0,0,0,0,8.8,54307.8
4966,M19825,M,303.8,312.7,1364,49.3,167,0,0,0,0,0,0,8.9,67245.2
4967,L52146,L,303.8,312.6,1793,28.1,170,0,0,0,0,0,0,8.8,50383.3
4968,L52147,L,303.9,312.6,1426,53.4,172,0,0,0,0,0,0,8.7,76148.4
4969,M19828,M,303.9,312.7,1485,43.3,174,0,0,0,0,0,0,8.8,64300.5
4970,L52149,L,303.9,312.7,1528,38.4,177,0,0,0,0,0,0,8.8,58675.2
4971,L52150,L,303.8,312.6,1565,36,179,0,0,0,0,0,0,8.8,56340
4972,L52151,L,303.8,312.7,1838,27.8,181,0,0,0,0,0,0,8.9,51096.4
4973,H34386,H,303.8,312.6,1811,24.9,183,0,0,0,0,0,0,8.8,45093.9
4974,L52153,L,303.8,312.7,1461,38.2,188,0,0,0,0,0,0,8.9,55810.2
4975,L52154,L,303.8,312.7,1414,41.7,190,0,0,0,0,0,0,8.9,58963.8
4976,L52155,L,303.7,312.7,1426,45.5,192,0,0,0,0,0,0,9,64883
4977,L52156,L,303.7,312.7,1359,56.8,194,1,0,0,0,1,0,9,77191.2
4978,L52157,L,303.7,312.7,1540,44.8,196,0,0,0,0,0,0,9,68992
4979,L52158,L,303.6,312.7,1429,47.7,198,0,0,0,0,0,0,9.1,68163.3
4980,M19839,M,303.7,312.7,1612,36.3,200,0,0,0,0,0,0,9,58515.6
4981,M19840,M,303.7,312.8,1685,31.8,203,0,0,0,0,0,0,9.1,53583
4982,M19841,M,303.7,312.8,1558,37.7,206,0,0,0,0,0,0,9.1,58736.6
4983,L52162,L,303.7,313,1811,24.3,209,0,0,0,0,0,0,9.3,44007.3
4984,L52163,L,303.8,313.1,1869,25.8,211,0,0,0,0,0,0,9.3,48220.2
4985,L52164,L,303.8,313.1,1256,58.7,213,1,0,0,0,1,0,9.3,73727.2
4986,M19845,M,303.8,313,1789,23.5,215,0,0,0,0,0,0,9.2,42041.5
4987,L52166,L,303.7,312.9,1502,40.5,0,0,0,0,0,0,0,9.2,60831
4988,M19847,M,303.7,313,1303,54.4,2,0,0,0,0,0,0,9.3,70883.2
4989,L52168,L,303.8,313.1,2497,13,5,1,0,0,1,0,0,9.3,32461
4990,L52169,L,303.9,313.2,1499,37.4,7,0,0,0,0,0,0,9.3,56062.6
4991,L52170,L,303.9,313.2,1393,46.5,9,0,0,0,0,0,0,9.3,64774.5
4992,M19851,M,303.9,313,1475,41,11,0,0,0,0,0,0,9.1,60475
4993,L52172,L,303.8,312.9,1573,34.6,14,0,0,0,0,0,0,9.1,54425.8
4994,L52173,L,303.8,312.9,1819,23.7,16,0,0,0,0,0,0,9.1,43110.3
4995,M19854,M,303.5,312.6,1642,29.4,18,0,0,0,0,0,0,9.1,48274.8
4996,L52175,L,303.6,312.6,1540,39.8,21,0,0,0,0,0,0,9,61292
4997,M19856,M,303.6,312.8,1400,43.2,23,0,0,0,0,0,0,9.2,60480
4998,M19857,M,303.6,312.8,2659,11.4,26,1,0,0,1,0,0,9.2,30312.6
4999,M19858,M,303.6,312.8,1825,25.2,29,0,0,0,0,0,0,9.2,45990
5000,M19859,M,303.7,312.9,1532,41.3,32,0,0,0,0,0,0,9.2,63271.6
5001,L52180,L,303.7,312.8,1832,23.6,35,0,0,0,0,0,0,9.1,43235.2
5002,M19861,M,303.6,312.7,2174,17.6,37,0,0,0,0,0,0,9.1,38262.4
5003,L52182,L,303.7,312.8,1627,31.7,40,0,0,0,0,0,0,9.1,51575.9
5004,L52183,L,303.7,312.8,1437,51.3,42,0,0,0,0,0,0,9.1,73718.1
5005,L52184,L,303.7,312.8,1364,46.3,44,0,0,0,0,0,0,9.1,63153.2
5006,M19865,M,303.7,312.9,1444,52.7,46,0,0,0,0,0,0,9.2,76098.8
5007,M19866,M,303.7,312.8,1366,47.3,49,0,0,0,0,0,0,9.1,64611.8
5008,L52187,L,303.8,312.9,1442,48.3,52,0,0,0,0,0,0,9.1,69648.6
5009,H34422,H,303.7,312.8,1488,42.8,54,0,0,0,0,0,0,9.1,63686.4
5010,L52189,L,303.7,312.8,1523,40.7,59,0,0,0,0,0,0,9.1,61986.1
5011,L52190,L,303.7,312.8,1543,38.3,61,0,0,0,0,0,0,9.1,59096.9
5012,M19871,M,303.7,312.8,1634,33.8,63,0,0,0,0,0,0,9.1,55229.2
5013,M19872,M,303.8,312.9,1815,27.8,66,0,0,0,0,0,0,9.1,50457
5014,M19873,M,303.8,312.9,1594,35.2,69,0,0,0,0,0,0,9.1,56108.8
5015,L52194,L,303.8,313,1452,38.6,72,0,0,0,0,0,0,9.2,56047.2
5016,L52195,L,303.9,313,1759,28.4,74,0,0,0,0,0,0,9.1,49955.6
5017,L52196,L,303.9,313,1408,47.5,76,0,0,0,0,0,0,9.1,66880
5018,L52197,L,303.9,313,1483,45,78,0,0,0,0,0,0,9.1,66735
5019,M19878,M,303.9,313,1620,36.6,80,0,0,0,0,0,0,9.1,59292
5020,M19879,M,304,313.1,1466,39.5,83,0,0,0,0,0,0,9.1,57907
5021,L52200,L,304.1,313.1,1556,36.3,86,0,0,0,0,0,0,9,56482.8
5022,L52201,L,304,313,1350,61.1,88,0,0,0,0,0,0,9,82485
5023,L52202,L,304,313.1,1404,47.1,90,0,0,0,0,0,0,9.1,66128.4
5024,M19883,M,304,313,1575,34.5,92,0,0,0,0,0,0,9,54337.5
5025,L52204,L,303.9,313.1,1639,29,95,0,0,0,0,0,0,9.2,47531
5026,M19885,M,303.9,313.1,1473,42.8,97,0,0,0,0,0,0,9.2,63044.4
5027,L52206,L,303.9,313.2,1481,40,100,0,0,0,0,0,0,9.3,59240
5028,L52207,L,304,313.3,1294,54.6,102,0,0,0,0,0,0,9.3,70652.4
5029,M19888,M,303.9,313.2,1630,29.3,104,0,0,0,0,0,0,9.3,47759
5030,M19889,M,303.9,313.2,1624,39.8,107,0,0,0,0,0,0,9.3,64635.2
5031,M19890,M,303.9,313.1,1437,48.3,110,0,0,0,0,0,0,9.2,69407.1
5032,M19891,M,303.8,313,1514,45,113,0,0,0,0,0,0,9.2,68130
5033,M19892,M,304,313.1,1694,31.4,116,0,0,0,0,0,0,9.1,53191.6
5034,L52213,L,304,313.1,1564,50.9,119,0,0,0,0,0,0,9.1,79607.6
5035,M19894,M,303.9,313.1,1514,41.1,121,0,0,0,0,0,0,9.2,62225.4
5036,M19895,M,304,313.2,1500,40.6,124,0,0,0,0,0,0,9.2,60900
5037,L52216,L,304,313.2,1615,37.8,127,0,0,0,0,0,0,9.2,61047
5038,M19897,M,304.1,313.2,1586,41.1,129,0,0,0,0,0,0,9.1,65184.6
5039,L52218,L,304.1,313.3,1732,28.5,132,0,0,0,0,0,0,9.2,49362
5040,H34453,H,304.1,313.3,1689,32.5,134,0,0,0,0,0,0,9.2,54892.5
5041,H34454,H,304.1,313.2,1586,34.6,139,0,0,0,0,0,0,9.1,54875.6
5042,L52221,L,304,313.2,1314,47.1,144,0,0,0,0,0,0,9.2,61889.4
5043,L52222,L,304.1,313.2,1569,35.8,146,0,0,0,0,0,0,9.1,56170.2
5044,L52223,L,304.1,313.2,1468,39.4,148,0,0,0,0,0,0,9.1,57839.2
5045,L52224,L,304.1,313.2,1412,47.5,150,0,0,0,0,0,0,9.1,67070
5046,M19905,M,304.1,313.2,1510,46.9,152,0,0,0,0,0,0,9.1,70819
5047,M19906,M,304.1,313.2,1410,42.4,155,0,0,0,0,0,0,9.1,59784
5048,M19907,M,304.1,313.3,1680,29.3,158,0,0,0,0,0,0,9.2,49224
5049,H34462,H,304,313.2,1271,68.6,161,1,0,0,1,0,0,9.2,87190.6
5050,H34463,H,304,313.1,1472,45.5,166,0,0,0,0,0,0,9.1,66976
5051,H34464,H,304,313,1701,30.4,171,0,0,0,0,0,0,9,51710.4
5052,L52231,L,303.9,313,1480,39.9,176,0,0,0,0,0,0,9.1,59052
5053,L52232,L,303.9,313,1433,48.4,178,0,0,0,0,0,0,9.1,69357.2
5054,L52233,L,303.8,312.9,1514,34.3,180,0,0,0,0,0,0,9.1,51930.2
5055,L52234,L,303.8,312.9,1619,35.7,182,0,0,0,0,0,0,9.1,57798.3
5056,H34469,H,303.8,312.9,1378,45.6,184,0,0,0,0,0,0,9.1,62836.8
5057,M19916,M,303.9,312.9,1430,53.5,189,0,0,0,0,0,0,9,76505
5058,L52237,L,303.8,312.9,1367,49.9,192,0,0,0,0,0,0,9.1,68213.3
5059,L52238,L,303.9,312.9,1526,42.5,194,0,0,0,0,0,0,9,64855
5060,L52239,L,303.9,312.8,1419,47.9,196,0,0,0,0,0,0,8.9,67970.1
5061,L52240,L,304,312.8,1542,42.7,198,0,0,0,0,0,0,8.8,65843.4
5062,L52241,L,304,312.9,1363,62.5,200,1,0,0,0,1,0,8.9,85187.5
5063,L52242,L,304,312.9,1313,53.9,202,0,0,0,0,0,0,8.9,70770.7
5064,H34477,H,304,312.9,1495,46.6,0,0,0,0,0,0,0,8.9,69667
5065,L52244,L,304,313,1407,42.1,5,0,0,0,0,0,0,9,59234.7
5066,L52245,L,304.1,313,1566,37.2,7,0,0,0,0,0,0,8.9,58255.2
5067,L52246,L,304.1,313.1,1550,30.9,9,0,0,0,0,0,0,9,47895
5068,M19927,M,304.2,313.2,1396,50.5,11,0,0,0,0,0,0,9,70498
5069,M19928,M,304.3,313.3,1540,39,14,0,0,0,0,0,0,9,60060
5070,M19929,M,304.2,313.2,1380,48.7,17,0,0,0,0,0,0,9,67206
5071,M19930,M,304.2,313.1,1608,31.1,20,0,0,0,0,0,0,8.9,50008.8
5072,H34485,H,304.2,313,1442,40.9,23,0,0,0,0,0,0,8.8,58977.8
5073,L52252,L,304.1,313,1408,45.3,28,0,0,0,0,0,0,8.9,63782.4
5074,M19933,M,304,313,1454,46.8,30,0,0,0,0,0,0,9,68047.2
5075,L52254,L,304.1,313.1,1666,34.6,33,0,0,0,0,0,0,9,57643.6
5076,L52255,L,304.1,313.2,1366,46.6,35,0,0,0,0,0,0,9.1,63655.6
5077,L52256,L,304.2,313.2,1464,44.9,37,0,0,0,0,0,0,9,65733.6
5078,L52257,L,304.3,313.3,1775,24.9,39,0,0,0,0,0,0,9,44197.5
5079,M19938,M,304.3,313.4,1482,43.8,41,0,0,0,0,0,0,9.1,64911.6
5080,M19939,M,304.2,313.4,1411,54.8,44,0,0,0,0,0,0,9.2,77322.8
5081,L52260,L,304.2,313.3,1410,51.6,47,0,0,0,0,0,0,9.1,72756
5082,M19941,M,304.1,313.3,1494,39,49,0,0,0,0,0,0,9.2,58266
5083,H34496,H,304.1,313.2,1590,43.4,52,0,0,0,0,0,0,9.1,69006
5084,L52263,L,304.1,313.1,1327,54.1,57,0,0,0,0,0,0,9,71790.7
5085,L52264,L,304.1,313.1,1969,20.8,59,0,0,0,0,0,0,9,40955.2
5086,M19945,M,304,313,1377,56,61,0,0,0,0,0,0,9,77112
5087,L52266,L,304,313,1541,45.9,64,0,0,0,0,0,0,9,70731.9
5088,M19947,M,304,313,1685,28.2,66,0,0,0,0,0,0,9,47517
5089,L52268,L,304,313.1,1465,41,69,0,0,0,0,0,0,9.1,60065
5090,M19949,M,303.9,313.1,1483,47.2,71,0,0,0,0,0,0,9.2,69997.6
5091,M19950,M,303.9,313.2,1570,40.7,74,0,0,0,0,0,0,9.3,63899
5092,L52271,L,303.9,313.2,1345,48.2,77,0,0,0,0,0,0,9.3,64829
5093,M19952,M,303.9,313.2,1608,40.6,79,0,0,0,0,0,0,9.3,65284.8
5094,M19953,M,304,313.3,1415,52.8,82,0,0,0,0,0,0,9.3,74712
5095,M19954,M,304.1,313.5,1470,45.8,85,0,0,0,0,0,0,9.4,67326
5096,M19955,M,304.1,313.5,1428,39.9,88,0,0,0,0,0,0,9.4,56977.2
5097,H34510,H,304.2,313.5,1627,32.2,91,0,0,0,0,0,0,9.3,52389.4
5098,L52277,L,304.2,313.4,1457,49.4,96,0,0,0,0,0,0,9.2,71975.8
5099,L52278,L,304.2,313.4,1475,40.2,98,0,0,0,0,0,0,9.2,59295
5100,L52279,L,304.2,313.5,1438,50.1,100,0,0,0,0,0,0,9.3,72043.8
5101,M19960,M,304.2,313.5,1437,47.2,102,0,0,0,0,0,0,9.3,67826.4
5102,M19961,M,304.1,313.4,1518,42.4,105,0,0,0,0,0,0,9.3,64363.2
5103,M19962,M,304.1,313.5,1587,33.6,108,0,0,0,0,0,0,9.4,53323.2
5104,L52283,L,304.1,313.4,1399,43.7,111,0,0,0,0,0,0,9.3,61136.3
5105,L52284,L,304.1,313.5,1469,44.6,113,0,0,0,0,0,0,9.4,65517.4
5106,L52285,L,304.1,313.4,1374,56.6,115,0,0,0,0,0,0,9.3,77768.4
5107,L52286,L,304,313.3,1519,36.7,117,0,0,0,0,0,0,9.3,55747.3
5108,L52287,L,303.9,313.2,1540,44.4,119,0,0,0,0,0,0,9.3,68376
5109,L52288,L,303.9,313.3,1394,51.6,121,0,0,0,0,0,0,9.4,71930.4
5110,M19969,M,304,313.4,1389,45.8,123,0,0,0,0,0,0,9.4,63616.2
5111,M19970,M,304,313.5,1732,26.2,126,0,0,0,0,0,0,9.5,45378.4
5112,L52291,L,304.1,313.6,1556,37.4,129,0,0,0,0,0,0,9.5,58194.4
5113,M19972,M,304.1,313.6,1441,43.7,131,0,0,0,0,0,0,9.5,62971.7
5114,L52293,L,304.1,313.6,1382,46.7,134,0,0,0,0,0,0,9.5,64539.4
5115,M19974,M,304.2,313.8,1481,44.9,136,0,0,0,0,0,0,9.6,66496.9
5116,M19975,M,304.2,313.7,2113,18.4,139,0,0,0,0,0,0,9.5,38879.2
5117,L52296,L,304.2,313.8,1401,53.9,142,0,0,0,0,0,0,9.6,75513.9
5118,L52297,L,304.1,313.6,1611,31.4,144,0,0,0,0,0,0,9.5,50585.4
5119,M19978,M,304.2,313.6,1512,33.4,146,0,0,0,0,0,0,9.4,50500.8
5120,L52299,L,304.2,313.6,1411,46,149,0,0,0,0,0,0,9.4,64906
5121,M19980,M,304.2,313.6,1424,43.7,151,0,0,0,0,0,0,9.4,62228.8
5122,L52301,L,304.2,313.6,1469,40,154,0,0,0,0,0,0,9.4,58760
5123,H34536,H,304.2,313.5,1684,29.8,156,0,0,0,0,0,0,9.3,50183.2
5124,M19983,M,304.2,313.5,1532,41.3,161,0,0,0,0,0,0,9.3,63271.6
5125,M19984,M,304.2,313.5,1557,37.3,164,0,0,0,0,0,0,9.3,58076.1
5126,M19985,M,304.3,313.5,1416,48.1,167,0,0,0,0,0,0,9.2,68109.6
5127,L52306,L,304.3,313.5,1802,25.4,170,0,0,0,0,0,0,9.2,45770.8
5128,M19987,M,304.3,313.5,2245,15.1,172,0,0,0,0,0,0,9.2,33899.5
5129,L52308,L,304.2,313.4,1434,42.5,175,0,0,0,0,0,0,9.2,60945
5130,M19989,M,304.1,313.3,1725,28.3,177,0,0,0,0,0,0,9.2,48817.5
5131,L52310,L,304.2,313.3,1668,35.7,180,0,0,0,0,0,0,9.1,59547.6
5132,L52311,L,304.1,313.3,1452,43.9,182,0,0,0,0,0,0,9.2,63742.8
5133,L52312,L,304.1,313.3,1415,50,184,0,0,0,0,0,0,9.2,70750
5134,L52313,L,304.1,313.2,1824,25.8,186,0,0,0,0,0,0,9.1,47059.2
5135,L52314,L,304.1,313.3,1438,45.5,188,0,0,0,0,0,0,9.2,65429
5136,L52315,L,304.1,313.3,1883,24.5,190,0,0,0,0,0,0,9.2,46133.5
5137,L52316,L,304.2,313.4,1735,28.9,192,0,0,0,0,0,0,9.2,50141.5
5138,L52317,L,304.3,313.5,1464,36.7,194,0,0,0,0,0,0,9.2,53728.8
5139,M19998,M,304.3,313.6,1489,40.3,196,0,0,0,0,0,0,9.3,60006.7
5140,M19999,M,304.4,313.6,1510,38.9,199,0,0,0,0,0,0,9.2,58739
5141,M20000,M,304.3,313.6,1585,32.1,202,0,0,0,0,0,0,9.3,50878.5
5142,L52321,L,304.4,313.7,1509,35,205,1,1,0,0,0,0,9.3,52815
5143,L52322,L,304.4,313.6,1568,39.1,0,0,0,0,0,0,0,9.2,61308.8
5144,M20003,M,304.3,313.5,1525,42,2,0,0,0,0,0,0,9.2,64050
5145,L52324,L,304.4,313.7,1607,33.5,5,0,0,0,0,0,0,9.3,53834.5
5146,L52325,L,304.5,313.7,1670,32.9,7,0,0,0,0,0,0,9.2,54943
5147,L52326,L,304.4,313.6,1585,38.9,9,0,0,0,0,0,0,9.2,61656.5
5148,L52327,L,304.4,313.6,1569,38.4,11,0,0,0,0,0,0,9.2,60249.6
5149,L52328,L,304.4,313.6,1507,43.1,13,0,0,0,0,0,0,9.2,64951.7
5150,L52329,L,304.3,313.5,1452,41.5,15,0,0,0,0,0,0,9.2,60258
5151,L52330,L,304.3,313.5,1590,29.8,17,0,0,0,0,0,0,9.2,47382
5152,L52331,L,304.3,313.6,1409,56,19,0,0,0,0,0,0,9.3,78904
5153,L52332,L,304.3,313.5,2643,12.7,21,0,0,0,0,0,0,9.2,33566.1
5154,L52333,L,304.2,313.4,1644,31.7,23,0,0,0,0,0,0,9.2,52114.8
5155,L52334,L,304.2,313.4,1568,37.6,25,0,0,0,0,0,0,9.2,58956.8
5156,H34569,H,304.2,313.3,1625,37.3,27,0,0,0,0,0,0,9.1,60612.5
5157,L52336,L,304.2,313.4,1482,41.4,32,0,0,0,0,0,0,9.2,61354.8
5158,H34571,H,304.1,313.3,1397,49.6,34,0,0,0,0,0,0,9.2,69291.2
5159,L52338,L,304.1,313.3,1459,50.3,39,0,0,0,0,0,0,9.2,73387.7
5160,L52339,L,304.2,313.4,1490,44,41,0,0,0,0,0,0,9.2,65560
5161,L52340,L,304.1,313.2,1434,50.1,43,0,0,0,0,0,0,9.1,71843.4
5162,M20021,M,304.1,313.2,2028,18.9,45,0,0,0,0,0,0,9.1,38329.2
5163,L52342,L,304.2,313.3,1464,45.9,48,0,0,0,0,0,0,9.1,67197.6
5164,M20023,M,304.2,313.4,1713,23.5,50,0,0,0,0,0,0,9.2,40255.5
5165,M20024,M,304.3,313.4,1624,32.1,53,0,0,0,0,0,0,9.1,52130.4
5166,L52345,L,304.2,313.4,1421,43.4,56,0,0,0,0,0,0,9.2,61671.4
5167,H34580,H,304.2,313.5,1546,41.4,58,0,0,0,0,0,0,9.3,64004.4
5168,L52347,L,304.2,313.4,1639,32.7,63,0,0,0,0,0,0,9.2,53595.3
5169,H34582,H,304.1,313.4,1696,29.6,65,0,0,0,0,0,0,9.3,50201.6
5170,L52349,L,304.1,313.3,1470,39.9,70,0,0,0,0,0,0,9.2,58653
5171,M20030,M,304.1,313.3,1480,38.4,72,0,0,0,0,0,0,9.2,56832
5172,M20031,M,304.2,313.4,1329,54.5,75,0,0,0,0,0,0,9.2,72430.5
5173,L52352,L,304.2,313.4,1740,28.2,78,0,0,0,0,0,0,9.2,49068
5174,M20033,M,304.2,313.5,1739,28.1,80,0,0,0,0,0,0,9.3,48865.9
5175,M20034,M,304.2,313.5,1390,47.8,83,0,0,0,0,0,0,9.3,66442
5176,L52355,L,304.2,313.4,1740,23.7,86,0,0,0,0,0,0,9.2,41238
5177,M20036,M,304,313.3,1844,27.1,88,0,0,0,0,0,0,9.3,49972.4
5178,H34591,H,304,313.1,1388,53.2,91,0,0,0,0,0,0,9.1,73841.6
5179,H34592,H,304,313.2,1517,43.1,96,0,0,0,0,0,0,9.2,65382.7
5180,M20039,M,304,313.1,1450,42.8,101,0,0,0,0,0,0,9.1,62060
5181,L52360,L,304,313.2,1584,38.7,104,0,0,0,0,0,0,9.2,61300.8
5182,L52361,L,304,313.1,1720,28.7,106,0,0,0,0,0,0,9.1,49364
5183,L52362,L,303.9,313.1,1586,31.9,108,0,0,0,0,0,0,9.2,50593.4
5184,M20043,M,303.9,313,1901,22.5,110,0,0,0,0,0,0,9.1,42772.5
5185,L52364,L,304,313,1397,42.4,113,0,0,0,0,0,0,9,59232.8
5186,L52365,L,304,313,2012,21.1,115,0,0,0,0,0,0,9,42453.2
5187,L52366,L,304,313,2354,15,117,0,0,0,0,0,0,9,35310
5188,L52367,L,304,313.1,1648,35.7,119,0,0,0,0,0,0,9.1,58833.6
5189,L52368,L,304,313.2,1632,30.6,121,0,0,0,0,0,0,9.2,49939.2
5190,M20049,M,304.1,313.2,1427,46.9,123,0,0,0,0,0,0,9.1,66926.3
5191,L52370,L,304.1,313.2,1452,48,126,0,0,0,0,0,0,9.1,69696
5192,L52371,L,304,313.2,1416,46,128,0,0,0,0,0,0,9.2,65136
5193,L52372,L,303.9,313.1,1310,62.9,130,0,0,0,0,0,0,9.2,82399
5194,H34607,H,304,313.1,1408,39.8,132,0,0,0,0,0,0,9.1,56038.4
5195,M20054,M,303.9,313.1,1668,34.4,137,0,0,0,0,0,0,9.2,57379.2
5196,L52375,L,303.9,313,1551,36.8,140,0,0,0,0,0,0,9.1,57076.8
5197,H34610,H,303.9,313,1517,36,142,0,0,0,0,0,0,9.1,54612
5198,H34611,H,303.8,312.9,1570,35.8,147,0,0,0,0,0,0,9.1,56206
5199,L52378,L,303.8,312.8,1428,53.3,152,0,0,0,0,0,0,9,76112.4
5200,L52379,L,303.8,312.8,1503,40,154,0,0,0,0,0,0,9,60120
5201,L52380,L,303.8,312.8,1416,58.7,156,0,0,0,0,0,0,9,83119.2
5202,M20061,M,303.7,312.7,1396,47.3,158,0,0,0,0,0,0,9,66030.8
5203,L52382,L,303.7,312.7,1335,51.1,161,0,0,0,0,0,0,9,68218.5
5204,M20063,M,303.7,312.6,1671,30.5,163,0,0,0,0,0,0,8.9,50965.5
5205,L52384,L,303.7,312.7,1989,22.4,166,0,0,0,0,0,0,9,44553.6
5206,L52385,L,303.7,312.7,1468,43.3,168,0,0,0,0,0,0,9,63564.4
5207,H34620,H,303.7,312.6,1711,27.6,170,0,0,0,0,0,0,8.9,47223.6
5208,M20067,M,303.8,312.7,1488,41.3,175,0,0,0,0,0,0,8.9,61454.4
5209,L52388,L,303.8,312.7,1664,29.3,178,0,0,0,0,0,0,8.9,48755.2
5210,M20069,M,303.8,312.7,1507,38.5,180,0,0,0,0,0,0,8.9,58019.5
5211,L52390,L,303.7,312.6,1466,42.5,183,0,0,0,0,0,0,8.9,62305
5212,L52391,L,303.7,312.5,1433,53.6,185,0,0,0,0,0,0,8.8,76808.8
5213,L52392,L,303.7,312.5,1397,45.7,187,0,0,0,0,0,0,8.8,63842.9
5214,M20073,M,303.7,312.6,1429,43.3,189,0,0,0,0,0,0,8.9,61875.7
5215,L52394,L,303.7,312.7,1572,37.2,192,0,0,0,0,0,0,9,58478.4
5216,M20075,M,303.7,312.7,1532,42.7,194,0,0,0,0,0,0,9,65416.4
5217,M20076,M,303.7,312.7,1316,51.8,197,0,0,0,0,0,0,9,68168.8
5218,M20077,M,303.8,312.8,1420,47.9,200,0,0,0,0,0,0,9,68018
5219,L52398,L,303.8,312.9,1589,37.2,203,0,0,0,0,0,0,9.1,59110.8
5220,L52399,L,303.8,313,1365,59.9,205,1,0,0,0,1,0,9.2,81763.5
5221,L52400,L,303.8,313,1633,32.9,207,0,0,0,0,0,0,9.2,53725.7
5222,L52401,L,303.9,313,1626,31.4,209,0,0,0,0,0,0,9.1,51056.4
5223,L52402,L,303.9,313.1,1665,29.6,0,0,0,0,0,0,0,9.2,49284
5224,M20083,M,303.9,313.2,1350,47.2,2,0,0,0,0,0,0,9.3,63720
5225,L52404,L,303.9,313.2,1590,31.9,5,0,0,0,0,0,0,9.3,50721
5226,M20085,M,304,313.2,1437,53.9,7,0,0,0,0,0,0,9.2,77454.3
5227,L52406,L,303.9,313,1403,48.3,10,0,0,0,0,0,0,9.1,67764.9
5228,L52407,L,303.9,313.1,1440,41.1,12,0,0,0,0,0,0,9.2,59184
5229,M20088,M,303.9,313.1,1343,61.4,14,0,0,0,0,0,0,9.2,82460.2
5230,H34643,H,303.9,313.1,1790,26.7,17,0,0,0,0,0,0,9.2,47793
5231,M20090,M,303.8,313.1,2117,18.6,22,0,0,0,0,0,0,9.3,39376.2
5232,L52411,L,303.8,313.1,1458,42.2,25,0,0,0,0,0,0,9.3,61527.6
5233,L52412,L,303.6,312.9,1381,57.8,27,0,0,0,0,0,0,9.3,79821.8
5234,L52413,L,303.6,312.9,1450,45.3,29,0,0,0,0,0,0,9.3,65685
5235,L52414,L,303.7,312.9,1461,50.1,31,0,0,0,0,0,0,9.2,73196.1
5236,M20095,M,303.7,312.9,1511,41,33,0,0,0,0,0,0,9.2,61951
5237,L52416,L,303.8,313.1,1394,45.4,36,0,0,0,0,0,0,9.3,63287.6
5238,L52417,L,303.8,313,1499,42.3,38,0,0,0,0,0,0,9.2,63407.7
5239,L52418,L,303.7,313,1457,44.1,40,0,0,0,0,0,0,9.3,64253.7
5240,L52419,L,303.7,313,1753,29,42,0,0,0,0,0,0,9.3,50837
5241,L52420,L,303.7,313,1694,28,44,0,0,0,0,0,0,9.3,47432
5242,L52421,L,303.7,313.1,1683,28.4,46,0,0,0,0,0,0,9.4,47797.2
5243,L52422,L,303.7,313.1,1496,47.4,48,0,0,0,0,0,0,9.4,70910.4
5244,L52423,L,303.7,313.1,1721,34.8,50,0,0,0,0,0,0,9.4,59890.8
5245,L52424,L,303.6,313,1593,31.6,52,0,0,0,0,0,0,9.4,50338.8
5246,L52425,L,303.6,313,1575,38.3,54,0,0,0,0,0,0,9.4,60322.5
5247,L52426,L,303.5,313,1465,41,56,0,0,0,0,0,0,9.5,60065
5248,L52427,L,303.6,313.1,1405,38.3,58,0,0,0,0,0,0,9.5,53811.5
